Compound ID,InChIKey,SMILES,logS,logP,MW,Normalized_logS,Normalized_logP,Group,Avg_Similarity,Similarity_Grp
C32,CBFCDTFDPHXCNY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC,-8.1700001,8.048,282.547,0.5044606707794811,0.5971297706081463,High logS High logP,0.07409412021816286,Least Similar
C1870,UDKVBVICMUEIKS-UHFFFAOYSA-N,CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC.Cl.Cl,-8.15755413,7.6494,472.879,0.5050855408466353,0.5845906053780623,High logS High logP,0.16239772433349728,Most Similar
C1871,BLABUAQFKZONEO-UHFFFAOYSA-N,CC(CC(C)(C)C)(NCC1CCC(CC1)CNC(CC(C)(C)C)(C)C)C.Cl.Cl,-8.144741192,8.7874,439.589,0.5057288351361524,0.6203898277359036,High logS High logP,0.06708628577999749,Least Similar
C1873,AHPSBPRPKMMFHX-UHFFFAOYSA-N,C1CCC(CC1)CCNCC1CCC(=CC1)CNCCC1CCCCC1.CC(=O)O.CC(=O)O,-8.135362184,6.7965,480.723,0.5061997234123414,0.5577600634193605,High logS High logP,0.08857354322835066,Least Similar
C1874,UONFEYAYBJCNHL-CAOOACKPSA-N,Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)/c1c(S2)cccc1,-8.133055994,6.0502,355.924,0.5063155094137677,0.5342829459802947,High logS High logP,0.19394170089083768,Most Similar
C1876,GBRBCGCLXXISRC-MPQAZLLSSA-N,Clc1ccccc1/C=N/CC1CCC(CC1)C/N=C/c1ccccc1Cl.Cl.Cl,-8.107912568,7.9418,460.267,0.507577875809726,0.5937889292949629,High logS High logP,0.16768906943426004,Most Similar
C1880,NAMVGYMNDWZPDQ-UHFFFAOYSA-N,O=C1N(c2ccccc2)N(C(=O)C1C1(C2C(=O)N(N(C2=O)c2ccccc2)c2ccccc2)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1)c1ccccc1,-8.063091116,6.5802,752.772,0.5098282093491115,0.5509556945300801,High logS High logP,0.09518366216368684,Least Similar
C33,WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c(c1cc2)cccc3,-8.0600004,5.1462,228.288,0.5099833837480917,0.5058448993972643,High logS High logP,0.16554903705898288,Most Similar
C1882,PRMOCPYCVSHNMG-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1C(C)C)CCBr,-8.040945873,5.6254,469.21,0.5109400471151159,0.520919580727561,High logS High logP,0.169835269238839,Most Similar
C35,KAATUXNTWXVJKI-HBFSDRIKSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)C=C(Cl)Cl,-8.0200005,6.17798,416.297,0.5119916434658285,0.5383026512815995,High logS High logP,0.1503538561513106,Most Similar
C1885,CZCHIEJNWPNBDE-UHFFFAOYSA-N,CCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)O)cccc2,-8.019623727,5.141,518.084,0.5120105599640855,0.5056813177133797,High logS High logP,0.14202016358388275,Most Similar
C36,BTAGRXWGMYTPBY-UHFFFAOYSA-N,Clc1c(ccc(c1Cl)Cl)c1ccc(c(c1Cl)Cl)Cl,-8.0100002,7.274,360.878,0.5124937247124136,0.5727812661222332,High logS High logP,0.11834525594852412,Least Similar
C37,KHNYNFUTFKJLDD-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2cccc3c2c1ccc3,-8.0,5.6404,252.309,0.5129958009383371,0.521391450969536,High logS High logP,0.1570615607668037,Most Similar
C38,INISTDXBRIBGOC-BJKOFHAPSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,-8.0,7.46868,502.913,0.5129958009383371,0.5789055127027469,High logS High logP,0.1525072783264711,Most Similar
C39,BGHCVCJVXZWKCC-UHFFFAOYSA-N,CCCCCCCCCCCCCC,-7.96,5.7074,198.388,0.5150040656767356,0.5234991380503579,High logS High logP,0.08182979934045193,Least Similar
C1889,ZTACEXAAXMFRGD-UHFFFAOYSA-N,Cc1ccccc1CN1CCN(CC1)CCOC(c1ccccc1Cl)c1ccccc1.Cl.Cl,-7.945376259,7.052,507.923,0.51573827426158,0.5657975865410022,High logS High logP,0.18614842204299958,Most Similar
C40,PPQNQXQZIWHJRB-UHFFFAOYSA-N,Cc1ccc2c3c1CCc3c1c(c2)c2ccccc2cc1,-7.9200001,5.5532,268.352,0.5170123253944724,0.5186483119628544,High logS High logP,0.16050093413452804,Most Similar
C41,GGMPTLAAIUQMIE-UHFFFAOYSA-N,Clc1c(c2ccccc2)c(Cl)c(c(c1Cl)Cl)Cl,-7.9200001,6.6206,326.433,0.5170123253944724,0.5522265983817997,High logS High logP,0.1360780095381434,Least Similar
C42,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,-7.9200001,7.9274,395.323,0.5170123253944724,0.5933359338626668,High logS High logP,0.08633765148525276,Least Similar
C43,HVVINGXJHBOTJQ-UHFFFAOYSA-N,Cc1ccc2c(c1)ccc1c2cc2cccc3c2c1CC3,-7.9200001,5.5532,268.352,0.5170123253944724,0.5186483119628544,High logS High logP,0.14753560768163415,Most Similar
C44,DJEUXBQAKBLKPO-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,-7.9200001,7.9274,395.323,0.5170123253944724,0.5933359338626668,High logS High logP,0.10283803576148093,Least Similar
C45,OPKYDBFRKPQCBS-UHFFFAOYSA-N,Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,-7.9099998,6.6206,326.433,0.5175144066410576,0.5522265983817997,High logS High logP,0.13875945666147224,Least Similar
C1890,WLCFKPHMRNPAFZ-UHFFFAOYSA-M,CCCCCCCCCCCC[N+](CCCCCCCCCCCC)(C)C.[Cl-],-7.903704189,5.9086,418.183,0.517830487980507,0.52982849089605,High logS High logP,0.06547525127609106,Least Similar
C1891,VRNDXFKUQLCBRG-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OCCCN1CCCCC1C,-7.903584094,6.4331,367.609,0.5178365175443509,0.5463282203571114,High logS High logP,0.10080885273401437,Least Similar
C1893,WPRUOIPXURAXBE-UHFFFAOYSA-N,CN(CCC=C1c2cc(Br)ccc2Sc2c1cc(Br)cc2)C.Cl,-7.901328682,6.8616,475.668,0.5179497541541049,0.5598079802695323,High logS High logP,0.1558905356612323,Most Similar
C1894,AFCKBLSDCKJRLH-UHFFFAOYSA-N,Brc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1Br.Cl.Cl,-7.899652518,8.2832,553.201,0.5180339086805292,0.6045286960023152,High logS High logP,0.1752486398422325,Most Similar
C1895,OYTINQKRJLYRPF-UHFFFAOYSA-N,Brc1ccc(cc1)CNCC1CCC(CC1)CNCc1ccc(cc1)Br.Cl.Cl,-7.899652518,8.2832,553.201,0.5180339086805292,0.6045286960023152,High logS High logP,0.15386033866095672,Most Similar
C1896,MMYHZEDBTMXYAF-UHFFFAOYSA-N,Brc1cc(Br)c(c(c1)c1cc(Br)cc(c1O)Br)OP(=O)(O)O,-7.895697951,5.5807,581.771,0.5182324541170726,0.5195134074064752,High logS High logP,0.08142829343396892,Least Similar
C1897,GGGATFRVOBEKQO-UHFFFAOYSA-N,Brc1cc(O)c(c(c1)Br)c1c(Br)cc(cc1OP(=O)(O)O)Br,-7.89552185,5.5807,581.771,0.5182412955527901,0.5195134074064752,High logS High logP,0.08008126176830362,Least Similar
C46,LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,-7.8899999,6.6206,326.433,0.5185185339895951,0.5522265983817997,High logS High logP,0.12643004058851817,Least Similar
C1900,BJGSKLLZKPRQPU-UHFFFAOYSA-N,CCN(CCN1c2ccccc2Sc2c1cc(cc2)C(C)(C)C)CC.Cl,-7.874521815,6.7956,391.013,0.5192956362976809,0.5577317512048419,High logS High logP,0.18525843258412,Most Similar
C1901,KDQYKOUUVSPPPI-UHFFFAOYSA-N,CCC(c1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1)(C)C.Cl,-7.874521815,6.7956,391.013,0.5192956362976809,0.5577317512048419,High logS High logP,0.18916927079698678,Most Similar
C47,GBROPGWFBFCKAG-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c(c1cc2)ccc1c3cccc1,-7.8699999,6.2994,278.347,0.5195226663587944,0.542122283600307,High logS High logP,0.1526532501431486,Most Similar
C1902,LALCYSXRFOWHLO-UHFFFAOYSA-N,FC(c1ccccc1CNCC1CCC(CC1)CNCc1ccccc1C(F)(F)F)(F)F.Cl.Cl,-7.868095608,8.7958,531.405,0.5196182744206747,0.6206540750714096,High logS High logP,0.16096288787687688,Most Similar
C1903,VOCBWIIFXDYGNZ-IXKNJLPQSA-N,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.867914368,6.4005,400.594,0.5196273738682043,0.5453026890312188,High logS High logP,0.10219548963846038,Least Similar
C1904,YMSBKLBNDJAACW-UHFFFAOYSA-N,FC(c1ccc2c(c1)N(CCCNCCN1CCOCC1)c1c(S2)cccc1)(F)F.Cl,-7.866203051,5.8158,473.982,0.5197132933078875,0.5269091869990311,High logS High logP,0.1734878576908652,Most Similar
C48,KVFJBIQWENJTDM-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2cc2cccc3c2c1CC3,-7.8499999,5.2448,254.325,0.5205267987279937,0.508946659787847,High logS High logP,0.1634643642183026,Most Similar
C1906,MBHNWCYEGXQEIT-UHFFFAOYSA-N,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,-7.829998608,5.8529,510.443,0.521530995964144,0.528076279397516,High logS High logP,0.1780127169806748,Most Similar
C1908,XRCJOMAARACHTL-UHFFFAOYSA-N,CCCCCCCC(C(=O)OCC)CCCCCCC,-7.821600569,5.8867,284.477,0.5219526331040288,0.5291395603427664,High logS High logP,0.08196046541461305,Least Similar
C49,LCXMEXLGMKFLQO-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,-7.8200002,7.274,360.878,0.5220329822198071,0.5727812661222332,High logS High logP,0.1127434431031371,Least Similar
C1909,KEUDYNSIGHFSQH-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)C(F)(F)F)CCBr,-7.808232024,5.5208,495.128,0.5226238225422088,0.5176290722401882,High logS High logP,0.15019428493464548,Most Similar
C1910,JJWKNGOUNQRAIP-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)C(F)(F)F)CCBr,-7.808232024,5.5208,495.128,0.5226238225422088,0.5176290722401882,High logS High logP,0.14292383140190865,Most Similar
C50,TXVHTIQJNYSSKO-UHFFFAOYSA-N,c1ccc2c(c1)c1cccc3c1c1c2cccc1cc3,-7.8000002,5.7372,252.309,0.5230371145890064,0.5244365869310817,High logS High logP,0.1546879124469447,Most Similar
C51,RKLLTEAEZIJBAU-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1ccc(c(c1)Cl)Cl,-7.8000002,5.9672,291.988,0.5230371145890064,0.531671930641366,High logS High logP,0.14675521661524846,Most Similar
C52,LACXVZHAJMVESG-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1ccc(c(c1Cl)Cl)Cl,-7.8000002,6.6206,326.433,0.5230371145890064,0.5522265983817997,High logS High logP,0.13838485529313374,Least Similar
C1911,TYUMAYSMJLPFAN-UHFFFAOYSA-N,COc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O)O,-7.788082722,5.437,552.484,0.5236354508599574,0.5149928904883542,High logS High logP,0.10328655772869778,Least Similar
C1912,YWEZXUNAYVCODW-RBUKOAKNSA-N,CCCCCc1cc(O)cc(c1[C@@H]1C=C(C)CC[C@H]1C(=C)C)O,-7.756426227,5.8465,314.462,0.5252248164262022,0.5278749480942734,High logS High logP,0.12139213936771881,Least Similar
C1913,GGEQGDSOSYWSPU-UHFFFAOYSA-N,FC(c1ccc2c(c1)N(CCCN1CCN(CC1)CCC1OCCCO1)c1c(S2)cccc1)(F)F.OC(=O)CCC(=O)O.OC(=O)CCC(=O)O,-7.750877566,5.2813,743.787,0.5255033959319929,0.510094877376653,High logS High logP,0.14197035182104384,Most Similar
C1914,WAGUNVVOQBKLDL-UHFFFAOYSA-J,O=S(=O)(c1ccc(cc1)NC(S(=O)(=O)[O-])CC(S(=O)(=O)[O-])c1ccccc1)c1ccc(cc1)NC(S(=O)(=O)[O-])CC(S(=O)(=O)[O-])c1ccccc1.[Na+].[Na+].[Na+].[Na+],-7.730914114,7.989,892.832,0.5265056933497007,0.5952737476563777,High logS High logP,0.11094612061443572,Least Similar
C1915,QAZKXHSIKKNOHH-UHFFFAOYSA-N,Clc1ccc2c(c1)N(CCCN1CCC(CC1)(C(=O)N)N1CCCCC1)c1ccccc1CC2,-7.729425753,5.4137,481.073,0.5265804189225584,0.5142599187124862,High logS High logP,0.1667893032381904,Most Similar
C1916,OSIAKYRUAHXXOZ-UHFFFAOYSA-N,OC(c1ccccc1)(C1CCCC(N1)C(c1ccccc1)(Cc1ccccc1)O)Cc1ccccc1,-7.729230269,6.0869,477.637,0.5265902335131615,0.5354374551723269,High logS High logP,0.14584775538321026,Most Similar
C1917,ZCTJIMXXSXQXRI-KYJUHHDHSA-N,COc1cc2c(cc1Oc1cc(OC)c(cc1C[C@@H]1N(C)CCc3c1cc(OC)c(c3)OC)OC)C[C@H]1c3c2c(OC)c(OC)cc3CCN1C,-7.726858108,6.9387,696.828,0.526709331695414,0.562233393313284,High logS High logP,0.0902572533829909,Least Similar
C1918,OGBUMNBNEWYMNJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCOCC(CO)O,-7.720717358,5.6177,344.572,0.527017637987722,0.5206773540033471,High logS High logP,0.06982564272040914,Least Similar
C1919,APTGJECXMIKIET-WOSSHHRXSA-N,CCCCCCC(=O)O[C@@]1(C#C)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,-7.701194763,6.0138,410.589,0.5279978014662355,0.5331378741931019,High logS High logP,0.09792778610146792,Least Similar
C1920,PYHRZPFZZDCOPH-UHFFFAOYSA-N,OS(=O)(=O)O.CC(Cc1ccccc1)N.CC(Cc1ccccc1)N,-7.699550249,4.9812,368.491,0.5280803669531856,0.5006543267355387,High logS High logP,0.1607165491558172,Most Similar
C53,UCLKLGIYGBLTSM-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,-7.6799998,7.274,360.878,0.5290619288868496,0.5727812661222332,High logS High logP,0.11793652386098288,Least Similar
C54,ZQUPQXINXTWCQR-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c1c(Cl)cc(c(c1Cl)Cl)Cl,-7.6599998,7.274,360.878,0.5300660612560489,0.5727812661222332,High logS High logP,0.11107117143499497,Least Similar
C1922,IQLOSBYZJUGSKB-UHFFFAOYSA-N,C#CC(c1ccc(cc1)F)(c1ccc(cc1)F)OC(=O)NC1CCCCCC1,-7.659416997,5.6815,383.431,0.5300953218239072,0.5226843754325476,High logS High logP,0.136273324095873,Least Similar
C1924,MCCACAIVAXEFAL-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1.[O-][N+](=O)O,-7.635134927,6.6303,479.141,0.5313144424478154,0.5525317411382769,High logS High logP,0.14178292495014888,Most Similar
C1926,TZYLXYZBEHLNSG-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1c(C)cccc1C)CCBr,-7.628808935,5.1188,455.184,0.5316320491145402,0.5049829497552565,High logS High logP,0.15764471404139518,Most Similar
C1927,KCKFGJBLLWMFIL-UHFFFAOYSA-L,Clc1ccc(c(c1)S(=O)[O-])c1ccc(c(c1)SSSc1cc(ccc1Cl)c1ccc(cc1S(=O)[O-])Cl)Cl.[Na+].[Na+].O.O.O,-7.624430017,11.0963,766.512,0.5318518997798337,0.693023241182318,High logS High logP,0.11218209554323397,Least Similar
C1928,ZAMACTJOCIFTPJ-UHFFFAOYSA-N,CCOS(=O)(=O)c1cc(cc2c1ccc(c2)C(C)(C)C)C(C)(C)C,-7.594084617,6.2408,348.5,0.5333754396996487,0.540278843854991,High logS High logP,0.1185631585397522,Least Similar
C1929,IIYFAKIEWZDVMP-UHFFFAOYSA-N,CCCCCCCCCCCCC,-7.593585331,5.3173,184.361,0.5334005071613531,0.5112273659573933,High logS High logP,0.08172947782013346,Least Similar
C1930,RMHWROMEMLMRSO-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1CC)CCBr,-7.582645751,5.0644,455.184,0.5339497464805253,0.5032716336776937,High logS High logP,0.16980416113187577,Most Similar
C1932,BYBLEWFAAKGYCD-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1,-7.57233652,6.4548,416.129,0.534467338107958,0.5470108593071686,High logS High logP,0.14452398354168675,Most Similar
C1933,PVTZHDYDAGYCAX-UHFFFAOYSA-N,Clc1ccc(cc1)C1CCc2c(N(C1)CCCN(C(C)C)C(C)C)cccc2,-7.567569831,6.4503,399.012,0.5347066574438983,0.5468692982345761,High logS High logP,0.18050679562503574,Most Similar
C1934,HEQIUWPGQXVWSO-UHFFFAOYSA-N,Clc1ccc2c(c1)C1(CCC(CC1)N(C)C)c1ccccc1CC2.Cl,-7.567009046,6.0309,376.362,0.5347348125624315,0.5336758062689534,High logS High logP,0.1751155338408212,Most Similar
C1935,RHNRLUFRIWVFOF-UHFFFAOYSA-N,CCC(c1cccc2c1cccc2)(C(=O)N)CCN(CC=C(C)C)CC=C(C)C.Cl,-7.560620848,7.0997,429.038,0.5350555423820641,0.567298133910483,High logS High logP,0.15768503340068152,Most Similar
C1937,ZXWAPCCQSDUJRB-XIDBHWPPSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)/c1c(S2)cccc1,-7.556681481,6.4782,454.003,0.5352533246780069,0.5477469768846497,High logS High logP,0.18910578798028474,Most Similar
C1938,ZXWAPCCQSDUJRB-LIUCOPNQSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C\CCN1CCCCC1)/c1c(S2)cccc1,-7.556681481,6.4782,454.003,0.5352533246780069,0.5477469768846497,High logS High logP,0.18910578798028474,Most Similar
C1942,QITKNQKNNKBEPG-UHFFFAOYSA-N,OC(c1cccc(n1)C(c1ccccc1)(c1ccccc1)O)(c1ccccc1)c1ccccc1,-7.543134936,5.65,443.536,0.5359334508942726,0.5216934479244001,High logS High logP,0.12801595251417616,Least Similar
C1943,MDFZYGLOIJNNRM-OAJDADRGSA-N,CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)CC[C@@H]1[C@]2(C)C(=O)[C@@H](OC(=O)C)[C@@H]2[C@]1(C)C=CC(=O)[C@H]2C)C,-7.53845872,5.4001,568.698,0.536168227886821,0.5138320896930956,High logS High logP,0.07817578450472168,Least Similar
C1944,VNFPBHJOKIVQEB-UHFFFAOYSA-N,Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,-7.533729002,5.3767,344.837,0.5364056910338701,0.5130959721156144,High logS High logP,0.14924994715730466,Most Similar
C1949,UFFFQSODDRXNMI-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1cc(OCC)ccc1OCC)CCN(CC)CC.Cl,-7.514473886,6.2187,523.104,0.5373724252962846,0.5395836216984812,High logS High logP,0.1508441801857169,Most Similar
C1951,NZFNXWQNBYZDAQ-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1.Cl,-7.489053566,6.6905,407.035,0.5386486936036549,0.5544255137094033,High logS High logP,0.18654431733831778,Most Similar
C1952,CIMQMKORBAJNEC-UHFFFAOYSA-N,CC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,-7.487042507,6.4237,552.48,0.5387496620755683,0.5460325150054737,High logS High logP,0.18293423930467936,Most Similar
C1953,MOPIFNSMNXBREW-UHFFFAOYSA-N,CCCCCCCNc1c2ccccc2nc2c1cccc2,-7.477457012,5.8433,292.418,0.5392309173657832,0.527774282442652,High logS High logP,0.18482488015956558,Most Similar
C1954,CKHJPWQVLKHBIH-ZDSKVHJSSA-N,O=CN(/C(=C(\SS/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)Cc1cnc(nc1N)C,-7.466676129,7.122,702.888,0.5397721890452257,0.5679996476702192,High logS High logP,0.07551950430575795,Least Similar
C1955,NAPSCFZYZVSQHF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCN(C)C,-7.455306311,6.8095,297.562,0.5403430291595109,0.5581690176290721,High logS High logP,0.08057721935042439,Least Similar
C1956,ICQVNPHZLORXIG-UHFFFAOYSA-N,Clc1ccc(cc1)C1CCc2c(N(C1=O)CCCN(C(C)C)C(C)C)cccc2,-7.45159931,5.9769,412.995,0.5405291451443488,0.5319770733978432,High logS High logP,0.18218651067563896,Most Similar
C1957,BWYQRNCUKAFTOU-UHFFFAOYSA-N,Clc1ccc(c(c1)Sc1ccc(cc1)Cl)NCCCN1CCCC1.Clc1ccc(c(c1)Sc1ccc(cc1)Cl)NCCCN1CCCC1.Cl.Cl.O,-7.449836702,13.6463,853.662,0.5406176397316993,0.7732411823180783,High logS High logP,0.1380400483080119,Least Similar
C1958,IWXAZSAGYJHXPX-LYWFMZLMSA-N,O=CN(/C(=C(\SS/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)c1ccccc1)/CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,-7.430949347,8.4376,770.92,0.5415659099579021,0.6093858136930452,High logS High logP,0.12638578657870106,Least Similar
C55,QGDKRLQRLFUJPP-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1c1ccccc1Cl)Cl)Cl,-7.4299998,6.6206,326.433,0.5416135835018409,0.5522265983817997,High logS High logP,0.14128702063746593,Most Similar
C56,CXKIGWXPPVZSQK-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1c(Cl)ccc(c1Cl)Cl,-7.4299998,6.6206,326.433,0.5416135835018409,0.5522265983817997,High logS High logP,0.1370052136400151,Least Similar
C57,UHCLFIWDCYOTOL-UHFFFAOYSA-N,Clc1ccc(c(c1)c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,-7.4200001,7.274,360.878,0.5421156346244551,0.5727812661222332,High logS High logP,0.11660377494393427,Least Similar
C58,IUILSTHMSGDSHQ-UHFFFAOYSA-N,c1ccc2c(c1)c1[nH]c3c(c1cc2)ccc1c3cccc1,-7.4200001,5.6275,267.324,0.5421156346244551,0.5209856425614374,High logS High logP,0.1546577129452697,Most Similar
C1959,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,CCCCCc1cc(O)c(c(c1)O)[C@@H]1C=C(C)CC[C@H]1C(=C)C,-7.412287248,5.8465,314.462,0.5425028708420572,0.5278749480942734,High logS High logP,0.12170125125287236,Least Similar
C1960,VMPAHPDCSQOZIS-UHFFFAOYSA-N,CCCC(c1nc2c(s1)nc(s2)C(CCC)(C)C)(C)C,-7.402181683,5.9082,310.521,0.5430102370883346,0.5298159076895974,High logS High logP,0.07252547800084445,Least Similar
C1961,SBDHCUZETSWOAX-UHFFFAOYSA-N,CCCCCc1cc(O)cc2c1C1C=C(C)CCC1C(O2)(C)C,-7.400667813,5.7358,314.462,0.5430862433818225,0.5243925457084974,High logS High logP,0.12180106301036105,Least Similar
