Compound ID,InChIKey,SMILES,logS,logP,MW,Normalized_logS,Normalized_logP,Group,Avg_Similarity,Similarity_Grp
C1907,ICKMASVVMCGZLR-UHFFFAOYSA-N,CC(=O)Oc1c(I)cc(cc1C(=O)Nc1ccc(cc1)Cl)I,-7.824530476,4.7998,541.507,0.5218055323811568,0.4949478426092536,High logS Low logP,0.11944048867419682,Least Similar
C1921,AANKDJLVHZQCFG-KVHNBARJSA-N,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2C[C@H](O)[C@]2([C@H]3C[C@H]3[C@@H]2[C@H](C)[C@@H]2N3C[C@H](CC2)C)C)C1)C,-7.695983828,4.5637,413.636,0.5282594248916003,0.48752060500056615,High logS Low logP,0.05140327531269644,Least Similar
C1923,QAXVLPXRIUCUMC-UHFFFAOYSA-N,CCCCCCCOc1ccccc1NC(=O)OCC[N+]1(CCCCCC)CCCCC1.[Br-],-7.639509547,4.2011,527.578,0.531094807570568,0.4761139283512224,High logS Low logP,0.11429535568838567,Least Similar
C1925,PGHIRTGWEUBCPY-UHFFFAOYSA-N,N/C(=[NH+]/CCc1ccc(cc1)SC(C)(C)C)/CSSC/C(=[NH+]/CCc1ccc(cc1)SC(C)(C)C)/N.[Cl-].[Cl-],-7.633077934,-1.0814,635.842,0.5314177171105413,0.30993695813567207,High logS Low logP,0.08800613435563136,Least Similar
C1931,WJNRCWZSQKPZIJ-UHFFFAOYSA-P,Clc1ccccc1C[NH2+]CCCCCCCCC[NH2+]Cc1ccccc1Cl.[Na+].[Na+],-7.579229909,4.5511,455.415,0.5341212443565388,0.48712423399730714,High logS Low logP,0.10248239445808113,Least Similar
C1936,IKXBIIHSAINQQA-UHFFFAOYSA-N,CCC(c1cccc2c1cccc2)(CC[NH+](CC=C(C)C)CC=C(C)C)C#N.[Cl-],-7.55696867,2.22258,411.022,0.535238905889458,0.41387361427438935,High logS Low logP,0.11787231992301488,Least Similar
C1939,RSJKGSCJYJTIGS-UHFFFAOYSA-N,CCCCCCCCCCC,-7.550542422,4.5371,156.308,0.5355615460709231,0.48668382177146374,High logS Low logP,0.056559512555947475,Least Similar
C1940,HHVSGZJTRORQKO-RRAKKABASA-M,CCCCCC[N+]12CCC(C(C1)C=C)C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O.[Br-],-7.546736113,2.2311,489.488,0.5357526479746268,0.4141416365718312,High logS Low logP,0.11407499885856373,Least Similar
C1941,PESHFZNRQCTMDJ-UHFFFAOYSA-N,S=c1[nH]nc(c(n1)c1ccccc1)c1ccccc1,-7.544697041,3.8682,265.333,0.5358550228845432,0.46564155478098923,High logS Low logP,0.11403603016091618,Least Similar
C1945,ZNBNBTIDJSKEAM-NISBWGIBSA-N,CCC(=O)O[C@@H]([C@@H](C(=O)O)C)[C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(C)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C,-7.529068965,4.1896,698.881,0.5366396557335386,0.47575216116570823,High logS Low logP,0.054087140582438784,Least Similar
C1946,FHAFDHUYIWKBCE-UHFFFAOYSA-N,O=C(C1c2ccccc2c2c1cccc2)OC1CC[NH+](CC1)CCc1ccccc1.[Cl-],-7.520194427,2.2053,433.97,0.5370852162769131,0.41333001975563405,High logS Low logP,0.1217750107962593,Most Similar
C1947,NASQQMSTSLFMPB-UHFFFAOYSA-L,C[N+]1(CCCCCCCCCC[N+]2(C)CCCCC2)CCCCC1.[I-].[I-],-7.514960652,-0.7062,592.423,0.5373479864214433,0.3217400057882749,High logS Low logP,0.045066546222295126,Least Similar
C1948,SQNAAVDKHCRGPU-UHFFFAOYSA-L,C[N+]1(CCCCCCCCCCCC[N+]2(C)CCCC2)CCCC1.[I-].[I-],-7.514960652,-0.7062,592.423,0.5373479864214433,0.3217400057882749,High logS Low logP,0.0445103920069663,Least Similar
C1950,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O,-7.509412229,3.6505,807.879,0.5376265539780589,0.4587931446691245,High logS Low logP,0.09699890138427021,Least Similar
C1964,BDCBHVZKPKPCIE-UHFFFAOYSA-N,OC(=O)C(CC(=O)O)(CC(=O)O)O.Clc1ccc2c(c1)C1(OCC(O1)CN1CCCCCC1)c1ccccc1CO2,-7.38141449,3.4143,592.034,0.54405288762377,0.4513627612588239,High logS Low logP,0.11271887253530294,Least Similar
C1968,WVECFEIAZAKUNF-UHFFFAOYSA-N,O=C1c2ccccc2c2c3c1cccc3c(cc2)Br,-7.359852326,4.8137,309.157,0.5451354509648892,0.4953851090334838,High logS Low logP,0.11690232827398922,Least Similar
C1972,KDQAABAKXDWYSZ-JKDPCDLQSA-N,OS(=O)(=O)O.COc1cc2N(C)[C@@H]3[C@@]4(c2cc1[C@]1(C[C@@H]2CN(CCc5c1[nH]c1c5cccc1)C[C@](C2)(O)CC)C(=O)OC)CCN1[C@H]4[C@@]([C@H]([C@]3(O)C(=O)OC)OC(=O)C)(CC)C=CC1,-7.309258153,4.3597,909.053,0.5476756133049977,0.4811031697097054,High logS Low logP,0.09233670140912247,Least Similar
C1974,CXMMLPJDUMSKBJ-UHFFFAOYSA-N,OC(=O)C(=O)[O-].COc1cc2c(cc1OC)CC[NH+](C2CCc1ccc(cc1)Cl)CCc1ccccc1,-7.294495949,4.1049,526.02,0.5484167736488539,0.47308766719935563,High logS Low logP,0.1332265916104548,Most Similar
C1975,OYFJQPXVCSSHAI-QFPUQLAESA-N,OC(=O)/C=C\C(=O)O.CCOC(=O)[C@@H](N[C@H](C(=O)N1CCC[C@H]1C(=O)O)C)CCc1ccccc1,-7.294488262,1.6452,492.519,0.54841715958713,0.3957103849202854,High logS Low logP,0.12019604270112488,Most Similar
C1981,JXLYSJRDGCGARV-XQKSVPLYSA-N,COc1cc2N(C)[C@@H]3[C@@]4(c2cc1[C@]1(C[C@@H]2CN(CCc5c1[nH]c1c5cccc1)C[C@](C2)(O)CC)C(=O)OC)CCN1[C@H]4[C@@]([C@H]([C@]3(O)C(=O)OC)OC(=O)C)(CC)C=CC1,-7.259874905,3.9317,810.974,0.5501549791956476,0.46763913880535035,High logS Low logP,0.09536013341684363,Least Similar
C1984,OPFTUNCRGUEPRZ-QLFBSQMISA-N,C=C[C@]1(C)CC[C@H](C[C@H]1C(=C)C)C(=C)C,-7.242203636,4.7472,204.351,0.551042193856034,0.4932931509607278,High logS Low logP,0.045435618234115814,Least Similar
C1991,LPLVUJXQOOQHMX-QWBHMCJMSA-N,O[C@@H]1[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@H]([C@@H]([C@H]2O)O)O)[C@H](O[C@@H]([C@H]1O)C(=O)O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2C[C@](C)(CC1)C(=O)O)C)C)C,-7.191257284,2.2456,822.932,0.5536000379128251,0.4145977778057404,High logS Low logP,0.052620144475211704,Least Similar
C1996,LWXUPCAADQWXRE-HZSDWAELSA-N,C/C=C\C=C\[C@@H]1O[C@@](O)([C@H]([C@@H](C1(C)C)O)O)[C@@H](C(=O)NC/C=C/C=C(/[C@H]([C@H]([C@@H]1O[C@@H]([C@@H]([C@@H]1O)O)/C=C/C=C/C=C(/C(=C/1\C(=O)NC=CC1=O)/O)\C)C)OC)\C)CC,-7.17633929,3.5424,796.943,0.5543490199457711,0.45539253312529093,High logS Low logP,0.0615155094226619,Least Similar
C1998,LNMLHGDTVHDNQV-UHFFFAOYSA-N,[NH2+](CC1CCCCC1)CC1CC2CCC1CC2C[NH2+]CC1CCCCC1.[Cl-].[Cl-],-7.171652322,-2.6658,433.541,0.5545843367598812,0.2600948773766531,High logS Low logP,0.03279281619897487,Least Similar
C2000,RIQFAHOGTLRWSQ-UHFFFAOYSA-N,CC[NH+](CCOC(=O)c1c2ccccc2cc2c1cccc2)CC.[Cl-],-7.168128716,0.0785,357.874,0.5547612451019265,0.3464251110467969,High logS Low logP,0.14833784052419577,Most Similar
C2002,OMCKLQRQFUWZOA-UHFFFAOYSA-N,CCCC(COC(=O)NC(C(Cl)(Cl)Cl)O)(COC(=O)NC(C(Cl)(Cl)Cl)O)C,-7.15503222,4.4042,513.026,0.555418775879761,0.4825030514275648,High logS Low logP,0.06530293904644374,Least Similar
C2005,RYMZZMVNJRMUDD-HGQWONQESA-N,CCC(C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)(C)C,-7.144651004,4.5856,418.566,0.5559399816306234,0.4882095355538498,High logS Low logP,0.09323054246439176,Least Similar
C2008,ZMZGFLUUZLELNE-UHFFFAOYSA-N,Ic1cc(I)c(c(c1)C(=O)O)I,-7.141299486,3.1986,499.811,0.556108250016111,0.4445772671792226,High logS Low logP,0.08205248580873886,Least Similar
C2010,NOYYDDKJNWKCEQ-UHFFFAOYSA-N,OC(C(C(=O)O)O)C(=O)O.CCCCOc1ccc(cc1)OCC(=O)N(C(N1CCCCC1)C)c1ccc(cc1)OC,-7.135861152,2.9333,590.662,0.5563812903763069,0.4362314554994904,High logS Low logP,0.1186440576086159,Least Similar
C2014,YQNFBOJPTAXAKV-OMCISZLKSA-N,OC(=O)CCc1c(I)cc(c(c1I)/N=C/N(C)C)I,-7.128996546,3.739,597.957,0.556725939030627,0.46157717909677737,High logS Low logP,0.08809462944013298,Least Similar
C2017,ONNOFKFOZAJDHT-UHFFFAOYSA-N,OC(=O)CCCCCCNC1c2ccccc2CCc2c1cccc2,-7.113587029,4.8902,337.455,0.5574995987712983,0.49779164726755665,High logS Low logP,0.13736387131298958,Most Similar
C2018,VTMUHKQETIHHIO-UHFFFAOYSA-N,c1ccc2c(c1)C(CC2)[NH2+]CC12CCC(CC1)(CC2)C[NH2+]C1CCc2c1cccc2.[Cl-].[Cl-],-7.113050965,-2.1632,473.521,0.5575265127320165,0.27590567628443075,High logS Low logP,0.10000734546700037,Least Similar
C2027,YTSPICCNZMNDQT-UHFFFAOYSA-M,CC[N+](CCSC1=Nc2ccccc2N=C(C1)c1ccc(cc1)Sc1ccccc1)(CC)C.[I-],-7.076539254,3.4871,601.608,0.5593596422755139,0.4536529048332095,High logS Low logP,0.10912003918556974,Least Similar
C2030,CJMJLDQKTOJACI-BGQAIRJTSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.O=C([C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)N[C@]1(C)O[C@@]2(N(C1=O)[C@@H](Cc1ccccc1)C(=O)N1[C@H]2CCC1)O.O=C([C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)N[C@]1(C)O[C@@]2(N(C1=O)[C@@H](Cc1ccccc1)C(=O)N1[C@H]2CCC1)O,-7.06532915,2.2682,1313.41,0.5599224636899385,0.4153087289703162,High logS Low logP,0.07002193476372967,Least Similar
C2032,YYLJRENQBJIZGV-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1C)CCBr,-7.060267847,4.8104,441.157,0.5601765745985697,0.49528129758024936,High logS Low logP,0.1383738253254016,Most Similar
C2033,GWEJBHPUPOEHFW-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)C)CCBr,-7.060267847,4.8104,441.157,0.5601765745985697,0.49528129758024936,High logS Low logP,0.13009155527787802,Most Similar
C2034,HETTWOPRDUZXMX-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)C)CCBr,-7.060267847,4.8104,441.157,0.5601765745985697,0.49528129758024936,High logS Low logP,0.12350120823939115,Most Similar
C2035,RDBVETSHLDWOJK-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)[N+](=O)[O-])CCBr,-7.052888075,4.9334,472.128,0.5605470879956952,0.49915063356444483,High logS Low logP,0.12070443583579539,Most Similar
C2036,SDAIMQSEPQFQJY-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)[N+](=O)[O-])CCBr,-7.052888075,4.9334,472.128,0.5605470879956952,0.49915063356444483,High logS Low logP,0.11447946702649864,Least Similar
C2041,MPNVQOYJNGVWGN-UHFFFAOYSA-N,N#CC(c1cccc2c1cccc2)(CC[NH+](CC=C(C)C)CC=C(C)C)C.[Cl-],-7.035312692,1.83248,396.996,0.561429488544264,0.40160184218142464,High logS Low logP,0.11770076888997097,Least Similar
C2042,RVBRTNPNFYFDMZ-SPIKMXEPSA-N,OC(=O)/C=C\C(=O)O.OC(=O)/C=C\C(=O)O.CCSc1ccc2c(c1)N(CCCN1CCN(CC1)C)c1c(S2)cccc1,-7.03413857,4.4032,631.76,0.5614884372395434,0.48247159341143303,High logS Low logP,0.1159362531810367,Least Similar
C2044,SUZZKNCPUCQBBP-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1cccc(c1)Br)CCCl,-7.025872618,4.9523,417.124,0.5619034427378158,0.4997451900693334,High logS Low logP,0.12388094679404096,Most Similar
C2045,VSZDJZWCVDOADP-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)Br)CCCl,-7.025872618,4.9523,417.124,0.5619034427378158,0.4997451900693334,High logS Low logP,0.11725109640304757,Least Similar
C2046,UWFYSQMTEOIJJG-FDTZYFLXSA-N,CC(=O)O[C@@]1(CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C=C(C2=CC(=O)[C@H]3[C@@H]([C@]12C)C3)Cl)C(=O)C,-7.025683085,4.6076,416.938,0.5619129585488324,0.48890161190874654,High logS Low logP,0.08526471815360023,Least Similar
C2048,YWYQTGBBEZQBGO-BERLURQNSA-N,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](O)C)C)C,-7.020271592,4.387,320.509,0.5621846513131822,0.48196197355009995,High logS Low logP,0.046175319403968115,Least Similar
C2051,IWGXWWNPWMLNMY-UHFFFAOYSA-N,ClCC[NH+](C(COc1ccccc1C(C)C)C)Cc1ccccc1.[Cl-],-7.003843454,0.9052,382.367,0.5630094525697559,0.3724314529828491,High logS Low logP,0.13419033271595857,Most Similar
C84,QCKHVNQHBOGZER-UHFFFAOYSA-N,Brc1cc(Br)c(cc1Br)Br,-6.98,4.7366,393.696,0.5642065517675016,0.4929596959897321,High logS Low logP,0.05655651894300408,Least Similar
C2060,KQNVLZYYDYGQMY-LBCIAOCBSA-M,C=CC1C[N+]2(CCC(C)C)CCC1C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O.[Br-],-6.9636335,1.6969,475.462,0.5650282583885265,0.3973367643542927,High logS Low logP,0.11059133025679377,Least Similar
C85,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,Cc1ccc2c(c1)cc1c(c2)cccc1,-6.96,4.3014,192.256,0.5652106841367008,0.479269167369229,High logS Low logP,0.12839562541031088,Most Similar
C2062,DLQDGZNPWADSOS-UHFFFAOYSA-N,Clc1ccccc1C[NH2+]C(CCCCC([NH2+]Cc1ccccc1Cl)C)C.[Cl-].[Cl-],-6.956026899,-1.8342,466.315,0.5654101601027107,0.2862553635917504,High logS Low logP,0.1206526467343681,Most Similar
C2064,QPICYTZKVGZMQW-UHFFFAOYSA-L,O=C(c1ccc(cc1)c1ccc(cc1)C(=O)C[n+]1ccc(cc1)C)C[n+]1ccc(cc1)C.[Br-].[Br-],-6.939747521,-1.6808,582.326,0.5662274926227223,0.2910810232663487,High logS Low logP,0.0972870605872471,Least Similar
C2069,FQVHOULQCKDUCY-OGHXVOSASA-N,O=CC[C@H]1C[C@@H](C)C(=O)/C=C/[C@@H]2O[C@H]2C[C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@@H](C)[C@@H]([C@](C1)(C)O)OC(=O)CC(C)C)OC)OC(=O)C)C,-6.921845891,2.4328,841.978,0.5671262729299438,0.42048671842558916,High logS Low logP,0.06249386869178183,Least Similar
C2070,CGJVQYXNMYLDBV-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CC([NH+](C)C)C)OC(=O)c1ccccc1.[Cl-],-6.913232985,1.5354,452.028,0.5675586978153173,0.39225629474902796,High logS Low logP,0.12560567344606713,Most Similar
C2071,MNEFHXBPYCMINU-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)C(C[NH+](C)C)C)OC(=O)c1ccccc1.[Cl-],-6.913232985,1.3929,452.028,0.5675586978153173,0.38777352745026483,High logS Low logP,0.12569313934150025,Most Similar
C88,ZXAGXLDEMUNQSH-UHFFFAOYSA-N,CCc1ccc2c(c1)cc1c(c2)cccc1,-6.8899999,4.5554,206.282,0.5687251524495603,0.48725950346667335,High logS Low logP,0.13457516271855333,Most Similar
C2074,IKGXLCMLVINENI-UHFFFAOYSA-M,COc1cc(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)c(cc1OC)Br.[Br-],-6.889545925,2.2551,591.416,0.5687479449991757,0.4148966289589913,High logS Low logP,0.08100281039799856,Least Similar
C2076,BWHXHUIEBAPNLG-UHFFFAOYSA-N,Clc1ccccc1C[NH2+]CC12CCC(CC1)(CC2)C[NH2+]Cc1ccccc1Cl.[Cl-].[Cl-],-6.878247321,-1.831,490.336,0.5693152096993339,0.2863560292433718,High logS Low logP,0.10683263760928093,Least Similar
C2078,TTZGKMBLWUVGJV-UHFFFAOYSA-N,[O-]S(=O)(=O)C.CC[NH+](CCn1nc2c3c1ccc(c3sc1c2ccc(c1)Cl)C)CC,-6.8743909,4.5329,468.032,0.5695088275571019,0.48655169810371074,High logS Low logP,0.11258945838393485,Least Similar
C2082,IZZWHVDZJOINFQ-UHFFFAOYSA-N,COC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,-6.856121658,4.905,310.175,0.5704260644197487,0.4982572259063054,High logS Low logP,0.14110659836832395,Most Similar
C2083,VYWWNRMSAPEJLS-MDWYKHENSA-N,O=CC[C@H]1C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@@H](C)[C@@H]([C@](C1)(C)OC(=O)CC)OC(=O)CCC)OC)O)C,-6.854324914,3.1575,827.995,0.570516272860227,0.4432843427162109,High logS Low logP,0.06797513549581409,Least Similar
C2084,CDJOTXFFSDDYFI-SVXKRPBISA-N,CCCC[NH+](C(=N)c1ccc(c2c1cccc2)OCC)CCCC.[Cl-],-6.853973504,1.1527,362.937,0.57053391596802,0.3802173119754375,High logS Low logP,0.13187701523734946,Most Similar
C2092,VYAGDYWTCWDKIS-UHFFFAOYSA-N,CCC(C(=O)O)Oc1c(I)cc(cc1I)I,-6.833160214,3.7424,557.89,0.5715788808779466,0.4616841363516251,High logS Low logP,0.09850135390775935,Least Similar
C2093,TZLVOSZIPXICJI-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1c(C)cccc1C)CCCl,-6.829816302,4.8066,366.282,0.5717467673918942,0.49516175711894905,High logS Low logP,0.13231241075527975,Most Similar
C2097,JMTNOKRGERWNME-UHFFFAOYSA-L,CC1CCCC(C1CCC([N+](CCCCCC[N+](C(CCC1C(C)CCCC1(C)C)C)(C)C)(C)C)C)(C)C.[Cl-].[Cl-],-6.818048442,3.9698,605.892,0.5723375918490045,0.468837689219967,High logS Low logP,0.048006003441568364,Least Similar
C2103,QZUCYFDJFTZLNK-UHFFFAOYSA-N,OC(=O)COc1c(I)cc(cc1I)I,-6.790655823,2.9638,529.837,0.5737128826197567,0.4371909249915063,High logS Low logP,0.08911464189421694,Least Similar
C2104,UIFFUZWRFRDZJC-WTGSLCBHSA-N,CCCCCC[C@H]1C(=O)O[C@H](C)[C@@H](C(=O)O[C@H]([C@H]1OC(=O)CC(C)C)C)NC(=O)c1cccc(c1O)NC=O,-6.78989192,4.5802,548.625,0.5737512356062182,0.4880396622667387,High logS Low logP,0.10586798317855163,Least Similar
C2106,XMAYWYJOQHXEEK-OZXSUGGESA-N,Clc1ccc(c(c1)Cl)[C@]1(OC[C@@H](O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1cncc1,-6.787781038,4.2087,531.431,0.5738572158534061,0.4763530092738231,High logS Low logP,0.10935102582179264,Least Similar
C2110,LDPFAJVAGABIAZ-MKNSLJMYSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CCC(CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)OC)CCCC2)CC,-6.779572452,3.3952,505.644,0.5742693411988039,0.450761913150709,High logS Low logP,0.11585101183383623,Least Similar
C2111,FZDWNMZVOSEQPI-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)OC)CCBr,-6.778685458,4.5106,457.156,0.5743138741681383,0.4858501843439745,High logS Low logP,0.12169742942384068,Most Similar
C2112,GWQUZVAKPOUIRG-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)OC)CCBr,-6.778685458,4.5106,457.156,0.5743138741681383,0.4858501843439745,High logS Low logP,0.12850316546944823,Most Similar
C2113,NDYMQXYDSVBNLL-MUYMLXPFSA-N,CC(=O)OC(/C=C/C(=O)[C@@]([C@H]1[C@H](O)C[C@@]2([C@]1(C)CC(=O)[C@@]1([C@H]2CC=C2[C@H]1C=C(O)C(=O)C2(C)C)C)C)(O)C)(C)C,-6.777602371,4.1902,556.687,0.5743682523039062,0.47577103597538717,High logS Low logP,0.07453097959876143,Least Similar
